HTTrack3.49-2+htsswf+htsjava launched on Sat, 16 Jul 2022 12:38:50 at https://html.tavonline.co/hagen/without-wrapper/index.html +*.css +*.js -ad.doubleclick.net/* -mime:application/foobar +*[name].https://html.tavonline.co/hagen/without-wrapper/index.html/* +*.gif +*.jpg +*.jpeg +*.png +*.tif +*.bmp +*.zip +*.tar +*.tgz +*.gz +*.rar +*.z +*.exe +*.mov +*.mpg +*.mpeg +*.avi +*.asf +*.mp3 +*.mp2 +*.rm +*.wav +*.vob +*.qt +*.vid +*.ac3 +*.wma +*.wmv
(winhttrack -qwr10%e3C2%nt%Pns2u1k%s%uN0L0%I0p7DaK0c8T6R2H0%kf2A25000%f#f -F "Mozilla/4.5 (compatible; HTTrack 3.0x; Windows 98)" -%F "<!-- Mirrored from %s%s by HTTrack Website Copier/3.x [XR&CO'2014], %s -->" -%l "en, *" https://html.tavonline.co/hagen/without-wrapper/index.html -O1 "C:\My Web Sites\J_without_wallpaper" +*.css +*.js -ad.doubleclick.net/* -mime:application/foobar +*[name].https://html.tavonline.co/hagen/without-wrapper/index.html/* +*.gif +*.jpg +*.jpeg +*.png +*.tif +*.bmp +*.zip +*.tar +*.tgz +*.gz +*.rar +*.z +*.exe +*.mov +*.mpg +*.mpeg +*.avi +*.asf +*.mp3 +*.mp2 +*.rm +*.wav +*.vob +*.qt +*.vid +*.ac3 +*.wma +*.wmv )

Information, Warnings and Errors reported for this mirror:
note:	the hts-log.txt file, and hts-cache folder, may contain sensitive information,
	such as username/password authentication for websites mirrored in this project
	do not share these files/folders if you want these information to remain private

12:39:36	Error: 	"Not Found" (404) at link https://fonts.googleapis.com/ (from https://html.tavonline.co/hagen/without-wrapper/index.html)
12:39:36	Error: 	"Not Found" (404) at link https://fonts.gstatic.com/ (from https://html.tavonline.co/hagen/without-wrapper/index.html)
12:39:52	Warning: 	Retry after error -2 (Connect Time Out) at link https://api.whatsapp.com/send/?phone=987654321&text&type=phone_number&app_absent=0 (from https://html.tavonline.co/hagen/without-wrapper/index.html)
12:40:13	Error: 	"Not Found" (404) at link https://html.tavonline.co/hagen/without-wrapper/www.tavonline.net/emana (from https://html.tavonline.co/hagen/without-wrapper/work-2.html)
12:40:13	Error: 	"Not Found" (404) at link https://api.whatsapp.com/send/wmBMUF (from https://api.whatsapp.com/send/?phone=987654321&text&type=phone_number&app_absent=0)
12:40:13	Error: 	"Not Found" (404) at link https://api.whatsapp.com/send/vgA9nU (from https://api.whatsapp.com/send/?phone=987654321&text&type=phone_number&app_absent=0)
12:40:13	Error: 	"Not Found" (404) at link https://api.whatsapp.com/send/7xqofE (from https://api.whatsapp.com/send/?phone=987654321&text&type=phone_number&app_absent=0)
12:40:13	Error: 	"Not Found" (404) at link https://api.whatsapp.com/send/s8Kce6 (from https://api.whatsapp.com/send/?phone=987654321&text&type=phone_number&app_absent=0)
12:40:13	Error: 	"Not Found" (404) at link https://api.whatsapp.com/send/+wER+s (from https://api.whatsapp.com/send/?phone=987654321&text&type=phone_number&app_absent=0)
12:40:13	Error: 	"Not Found" (404) at link https://api.whatsapp.com/send/YRC5Kc (from https://api.whatsapp.com/send/?phone=987654321&text&type=phone_number&app_absent=0)
12:40:13	Error: 	"Not Found" (404) at link https://api.whatsapp.com/send/xiU9HV (from https://api.whatsapp.com/send/?phone=987654321&text&type=phone_number&app_absent=0)
12:40:13	Error: 	"Not Found" (404) at link https://api.whatsapp.com/send/zCIrky (from https://api.whatsapp.com/send/?phone=987654321&text&type=phone_number&app_absent=0)
12:40:13	Error: 	"Not Found" (404) at link https://api.whatsapp.com/send/CZScsy (from https://api.whatsapp.com/send/?phone=987654321&text&type=phone_number&app_absent=0)
12:40:13	Error: 	"Not Found" (404) at link https://api.whatsapp.com/send/u_0_7_8 (from https://api.whatsapp.com/send/?phone=987654321&text&type=phone_number&app_absent=0)
12:40:13	Error: 	"Not Found" (404) at link https://html.tavonline.co/hagen/without-wrapper/favicon.ico (from https://html.tavonline.co/hagen/without-wrapper/index.html)
12:40:38	Warning: 	HTML file (16143 bytes) retransferred due to lack of cache: https://html.tavonline.co/hagen/without-wrapper/resume.html
12:41:05	Warning: 	Retry after error -2 (Connect Time Out) at link https://html.tavonline.co/hagen/without-wrapper/images/comment-3.jpg (from https://html.tavonline.co/hagen/without-wrapper/index.html)
12:41:05	Warning: 	Retry after error -2 (Connect Time Out) at link https://html.tavonline.co/hagen/without-wrapper/images/comment-5.jpg (from https://html.tavonline.co/hagen/without-wrapper/index.html)
12:41:05	Warning: 	Retry after error -2 (Connect Time Out) at link https://html.tavonline.co/hagen/without-wrapper/images/clients/client-1d.png (from https://html.tavonline.co/hagen/without-wrapper/index.html)
12:41:05	Warning: 	Retry after error -2 (Connect Time Out) at link https://html.tavonline.co/hagen/without-wrapper/images/clients/client-2d.png (from https://html.tavonline.co/hagen/without-wrapper/index.html)
12:41:11	Warning: 	HTML file (7317 bytes) retransferred due to lack of cache: https://html.tavonline.co/hagen/without-wrapper/work-1.html
12:41:12	Warning: 	HTML file (7767 bytes) retransferred due to lack of cache: https://html.tavonline.co/hagen/without-wrapper/work-2.html
12:41:18	Warning: 	Retry after error -2 (Connect Time Out) at link https://html.tavonline.co/hagen/without-wrapper/work-2.html (from https://html.tavonline.co/hagen/without-wrapper/portfolio.html)
